Country,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
Iceland,8279.99,8118.25,7980.16,8761.65,9265.01,10021.33,10029.98,9932.36,10526.71,10629.23,10680.22,10539.07,11034.19,11948.69,12871.67,13502.97,14310.12,14174.67,13303.9,13382.59,14141.05,16047.1,16308.32,17342.16,18397.61,18225.01,18510.81,20105.77,20912.3,21649.72,22620.7,23301.8,23517.27,22640.25,23394.6,23961.38,25226.8,27143.8,26685.63,26437.65,26559.77,26259.53,25109.7,25131.38,25741.93,25630.54,26762.57,27867.03,29491.9,30261.81,31210.08,31940.87,31555.8,32178.15,34433.38,36695.73,37791.82,39123.49,38813.34,35208.87,34034.43,34714.91,35221.5,35504.33,36572.48,37681.95
India,541.12,544.31,557.9,578.35,589.33,592.81,603.05,594.64,622.07,624.45,653.61,663.78,671.39,697.3,729.87,733.29,720.71,757.29,771.74,819.11,827.19,830.59,813.36,825.62,819.84,863.07,873.16,903.44,942.41,896.02,927.01,963.88,975.98,1008.57,1035.81,1069.55,1093.85,1121.05,1194.13,1237.96,1283.54,1267.88,1301.35,1326.1,1382.66,1467.39,1531.86,1593.73,1653.41,1746.07,1777.59,1829.9,1881.0,1979.55,2128.52,2336.39,2521.63,2734.63,2833.18,2994.01,3217.8,3422.95,3630.34,3857.67,4098.42,4353.56
Indonesia,575.2,606.83,626.36,647.59,676.16,685.95,687.43,720.65,691.89,710.4,729.49,762.26,750.68,717.49,733.3,724.18,732.72,715.32,775.98,825.14,883.34,930.23,1006.09,1101.59,1151.97,1173.97,1237.29,1311.52,1376.64,1413.09,1488.72,1559.52,1548.18,1620.82,1700.64,1722.52,1788.33,1838.96,1912.59,2041.37,2181.1,2322.93,2443.89,2573.03,2726.4,2904.91,3077.72,3172.91,2700.09,2670.5,2791.82,2857.16,2934.32,3057.14,3147.76,3290.27,3405.31,3551.25,3742.34,3891.51,4061.86,4246.84,4451.38,4673.75,4919.42,5178.24
Iran Islamic Republic of,3016.73,2959.15,2902.87,2850.88,2797.3,2743.99,2929.06,3282.84,3549.56,3789.16,4120.91,4194.46,4393.68,4567.23,4700.26,5224.5,5474.04,5884.16,6418.0,6950.25,7673.26,8375.48,9392.05,9785.5,10045.27,9807.06,11025.44,10264.57,9074.17,8077.66,6314.32,6050.91,6825.23,7267.0,7037.14,6888.21,6025.64,5919.57,5419.99,5511.11,6153.85,6596.21,6608.88,6662.8,6751.85,6610.6,7002.75,7194.89,7354.01,7431.74,7673.76,7747.0,8141.97,8580.74,8832.1,9240.21,9618.12,10171.31,10378.67,10365.67,10378.18,10524.57,10673.81,10825.65,10980.1,11137.11
Iraq,2028.06,2140.4,2289.85,3007.06,3421.16,3236.79,3359.68,3264.52,3512.61,3562.93,3833.27,4119.92,4202.74,4045.21,4355.27,4579.33,4670.39,4466.31,5013.99,5034.5,4896.22,5042.91,4755.27,5367.91,5599.79,6166.62,7043.43,6988.21,7879.54,9296.32,8877.8,7336.1,7137.42,6431.82,6278.19,6083.47,6291.14,6997.21,6741.26,6086.27,5927.46,2810.79,3425.9,3847.54,3805.88,3112.79,4003.2,2887.03,3701.27,4314.47,4158.11,4001.1,3643.12,2310.73,3254.35,3204.11,3356.66,3307.36,3499.61,3729.24,3740.09,4039.59,4350.98,4653.22,5021.89,5387.79
Ireland,5818.29,5989.14,6001.82,6196.5,6278.31,6541.01,6457.1,6408.12,6432.71,6737.63,7035.11,7386.54,7603.94,7894.67,8162.31,8301.93,8343.08,8717.24,9361.09,9872.77,10000.83,10254.83,10774.31,11196.81,11413.94,11559.23,11695.25,12399.0,13108.06,13434.74,13517.01,13756.97,13769.51,13563.31,13911.95,14187.11,14193.34,14646.75,15272.91,16261.41,17606.99,17778.96,18163.21,18509.21,19540.8,21187.03,22782.99,25101.88,26840.34,29357.71,31730.29,33066.01,34662.17,35707.18,36534.71,38000.29,38994.96,40329.48,38311.29,34972.36,34872.82,35568.21,36182.68,36928.1,37795.89,38781.98
Israel,5232.75,5634.18,5278.7,5086.72,5702.08,6191.26,6545.36,6624.92,6797.69,7275.63,7516.65,8064.62,8469.75,8917.62,9336.57,9759.55,9540.98,9537.71,10793.28,11843.41,12368.63,13215.71,14233.38,14671.18,15060.3,15262.2,14932.57,14632.57,15078.28,15542.22,15596.52,15780.7,15588.61,15853.55,15802.49,16036.18,16452.16,17410.31,17569.14,17366.22,18098.66,18612.75,19145.03,19334.82,20034.64,20947.78,21522.57,21585.1,21925.21,22056.43,23441.51,22862.5,22233.48,22187.55,22875.82,23808.96,24689.48,25509.47,26084.4,25699.18,26205.52,26635.41,27154.52,27600.81,28027.14,28448.55
Italy,5715.2,6094.58,6355.16,6705.77,6942.41,7266.71,7513.09,7795.18,8095.16,8510.75,9019.16,9631.07,10146.38,10627.02,10859.69,11110.28,11635.3,12289.53,13009.25,13634.58,14130.72,14298.81,14690.33,15544.38,16206.53,15794.6,16740.37,17073.31,17549.08,18481.42,19084.08,19205.47,19292.95,19463.2,20098.0,20655.11,21256.55,21941.01,22856.51,23621.76,24094.13,24448.29,24586.4,24377.74,24892.58,25607.94,25831.42,26289.55,26639.42,27049.41,27999.56,28449.27,28497.21,28369.4,28609.63,28549.79,28998.46,29232.04,28599.92,26929.64,27059.72,27199.29,27442.34,27686.74,27934.26,28172.72
Jamaica,2825.65,2992.16,3170.31,3517.47,3812.14,4088.03,4402.45,4844.5,4868.54,4954.57,5143.98,5285.01,5354.02,5527.15,5737.35,5914.44,5946.08,5956.97,6083.13,6299.11,6967.27,7058.9,7574.26,7592.79,7235.79,7145.2,6683.88,6485.13,6467.89,6312.62,5950.33,6060.19,6093.81,6171.4,6088.05,5860.66,6034.75,6475.74,6485.59,6843.95,7113.04,7216.44,7508.14,7770.22,7707.28,7719.12,7628.59,7487.59,7313.2,7352.43,7371.02,7423.35,7451.67,7711.29,7785.15,7834.44,8018.2,8098.26,8005.24,7750.03,7710.6,7801.27,7907.51,8018.22,8135.38,8256.07
Japan,3414.73,3698.39,4003.69,4201.27,4357.44,4609.63,4854.09,5120.34,5313.5,5675.19,6248.52,6866.96,7351.77,7843.24,8573.61,8924.12,9695.01,10562.64,11673.45,12801.43,13733.88,14155.12,15062.19,16013.74,15645.17,15879.8,16304.56,16826.54,17519.06,18280.67,18545.02,19087.08,19549.83,19905.26,20545.12,21633.44,22143.99,22910.91,24419.05,25605.33,26925.52,27699.05,27839.74,27803.83,27946.27,28385.37,29056.07,29419.17,28727.1,28613.3,29395.9,29395.04,29398.36,29742.16,30532.18,31128.93,31763.62,32514.66,32109.34,30449.16,31328.97,31861.2,32565.46,33242.66,33908.5,34576.09
Jordan,1788.06,1825.02,1860.61,1896.53,1932.23,1657.25,2126.79,2094.2,2198.59,2405.4,2473.67,2769.42,2716.8,2743.5,3042.41,3220.44,3167.94,3132.36,2871.59,3035.4,2607.73,2647.48,2723.29,2532.25,2641.17,2572.86,3003.72,3162.75,3502.26,3728.8,4279.48,4610.88,4581.25,4336.31,4449.91,4193.89,4336.33,4367.67,4205.25,3583.38,3410.08,3075.48,3406.57,3506.6,3556.88,3644.43,3605.31,3579.63,3532.02,3606.65,3610.42,3686.97,3819.53,3910.38,4174.05,4339.16,4490.31,4684.12,4922.64,4929.17,4987.93,5082.42,5214.31,5372.51,5535.45,5703.47
Kazakhstan,2306.5,2282.76,2407.14,2483.49,2576.4,2773.19,3015.52,3034.53,3232.17,3142.22,3412.52,3568.64,3621.18,3485.49,3933.49,4136.02,4316.4,4487.85,4739.96,4779.44,5146.62,5257.37,5250.57,5693.59,5832.88,5810.33,6067.21,6183.17,6313.36,6244.24,6217.97,6244.92,6376.04,6559.38,6605.13,6627.13,6881.4,6936.95,7059.57,7159.62,6944.82,6187.74,5880.77,5403.26,5046.64,4599.26,4655.73,4753.87,4664.89,4853.28,5309.88,6025.89,6578.26,7345.63,8055.72,8788.71,9710.74,10443.55,10801.89,10945.25,11350.71,11792.41,12285.3,12820.25,13399.86,14016.75
Kenya,896.71,1019.47,934.42,885.97,936.58,963.85,982.87,996.15,980.1,947.02,978.58,921.33,961.45,980.57,1010.69,1015.28,1096.02,1107.01,1102.16,1135.17,1075.71,1127.2,1169.78,1168.8,1201.1,1153.52,1141.73,1194.37,1254.97,1258.15,1281.42,1271.57,1259.84,1225.24,1208.71,1202.78,1253.7,1284.2,1319.4,1337.13,1347.16,1322.69,1267.63,1236.08,1239.1,1260.44,1278.26,1244.69,1261.14,1269.09,1246.4,1255.22,1241.45,1256.02,1275.24,1314.88,1356.91,1417.07,1399.59,1403.42,1435.92,1490.79,1554.82,1624.37,1697.78,1774.98
Kiribati,4369.31,4373.05,4382.58,4405.54,4429.63,4438.4,4483.9,4466.62,4442.56,4412.66,4472.01,4469.69,4490.21,4470.28,4552.43,4580.35,4600.24,4603.23,4642.66,4674.42,4743.08,4569.84,4990.11,5838.95,8062.33,8321.58,6190.46,5834.23,5784.44,5079.76,2934.68,2857.93,3039.69,2941.15,2997.53,2791.06,2724.17,2488.73,2868.39,2570.44,2579.44,2601.42,2597.19,2631.3,2774.71,2640.24,2813.84,2961.21,3302.44,3235.82,3410.82,3203.76,3334.96,3371.07,3364.3,3388.6,3392.31,3345.17,3257.64,3220.75,3270.53,3311.91,3353.86,3396.27,3439.31,3482.85
Korea Democratic People's Republic of,682.49,581.36,614.4,766.31,800.94,831.37,821.09,858.6,878.09,885.92,877.8,893.31,894.19,941.22,990.2,1021.82,1107.19,1156.67,1261.82,1403.92,1484.42,1745.42,1821.57,1982.65,2063.47,2144.2,2168.76,2196.33,2225.8,2255.43,2284.27,2307.39,2329.52,2351.14,2373.27,2396.51,2394.96,2394.3,2322.63,2287.08,2208.73,2127.87,1940.54,1869.73,1570.42,1387.1,1230.93,1148.11,1142.58,1177.67,1170.36,1180.38,1177.24,1178.81,1182.76,1197.45,1185.46,1173.11,1185.42,1174.89,1190.03,1210.14,1233.25,1257.42,1282.44,1307.94
Korea Republic of,1284.66,1202.86,1270.82,1579.4,1615.42,1700.06,1713.9,1795.8,1812.47,1802.96,1782.67,1816.15,1810.79,1923.07,2002.55,2133.6,2326.66,2409.25,2616.58,2885.62,3039.11,3232.2,3331.2,3660.8,3908.39,4041.39,4384.24,4749.51,5145.38,5469.36,5244.31,5475.67,5804.73,6357.47,6853.85,7252.07,7959.15,8792.81,9678.43,10302.61,11243.13,12216.37,12737.08,13391.72,14461.62,15574.39,16553.59,17250.53,15826.82,17433.81,18795.72,19381.59,20659.69,21125.09,21984.59,22791.53,23878.88,25034.74,25524.54,25336.66,26694.09,27745.81,28774.72,29807.81,30852.23,31930.04
Kuwait,100792.9,103887.9,105047.0,109475.8,115402.6,113054.6,115374.6,111530.6,107282.9,106678.0,104774.5,96722.43,98167.19,93135.59,91806.86,84802.59,86134.05,80902.99,80902.98,77016.2,89058.91,89663.98,88298.24,79579.98,67689.73,58023.56,58573.64,54160.63,54624.48,58184.09,45297.12,35348.7,30299.88,31186.35,31826.61,29155.13,30054.48,30595.09,27227.55,31957.49,23929.6,26075.62,33652.15,42566.96,43700.84,43181.43,41229.86,37130.99,36744.04,34933.89,35393.69,34458.83,34015.23,38986.35,41335.79,43241.19,44240.32,44627.55,44733.05,41682.8,41905.5,42896.18,44157.27,45488.23,46898.17,48360.29
Kyrgyzstan,1177.23,1171.78,1210.56,1234.71,1263.42,1321.07,1389.61,1396.74,1451.5,1429.72,1502.79,1544.97,1560.52,1528.14,1642.84,1694.38,1739.85,1782.62,1843.36,1855.02,1940.13,1967.34,1968.7,2067.47,2100.02,2098.29,2155.33,2182.55,2212.58,2201.53,2199.28,2208.06,2238.38,2279.21,2291.84,2299.65,2354.41,2373.55,2470.04,2493.52,2497.16,2279.99,1961.44,1672.12,1349.08,1253.17,1321.23,1456.98,1479.55,1498.65,1551.05,1621.36,1609.75,1723.63,1818.82,1795.73,1825.25,1942.27,2087.25,2141.7,2127.83,2190.73,2254.86,2320.45,2386.68,2446.07
Lao People's Democratic Republic,483.66,490.78,497.74,504.52,511.13,517.88,524.1,530.4,536.9,543.09,549.57,556.33,563.06,569.75,576.97,583.85,591.21,598.51,605.98,613.58,621.33,635.18,642.8,672.88,681.74,704.98,720.78,710.36,714.19,704.18,752.86,840.73,853.66,862.92,879.63,941.42,952.32,915.33,885.08,960.85,994.11,1007.25,1042.59,1075.14,1131.69,1180.71,1234.68,1249.98,1265.19,1304.55,1361.76,1410.0,1473.04,1537.85,1616.56,1713.98,1841.31,2021.67,2136.34,2254.67,2374.15,2496.02,2620.89,2729.9,2871.87,3064.84
Latvia,3076.61,3041.62,3220.99,3331.18,3465.74,3752.82,4108.73,4135.91,4427.77,4293.39,4694.19,4926.39,5003.97,4799.94,5471.12,5775.91,6048.19,6307.69,6691.29,6750.25,7312.67,7481.76,7469.65,8153.53,8368.18,8331.28,8729.42,8908.49,9110.03,8999.94,8956.93,9085.55,9276.49,9605.31,9810.15,9804.11,10207.25,10324.47,10605.86,10890.03,10388.09,9191.09,6437.67,5927.11,6120.67,6201.78,6503.31,7127.12,7522.76,7865.76,8480.18,9193.75,9868.6,10619.24,11579.68,12890.35,14529.91,16066.3,15525.44,12879.52,13085.04,13517.24,14013.43,14534.64,15078.12,15638.97
Lebanon,9959.74,8911.48,9208.56,10186.95,11240.43,11780.29,11329.93,11283.09,9719.85,10221.44,10254.81,10623.17,10761.75,10629.18,10952.04,11629.35,12038.68,11305.42,12238.41,12210.48,12658.07,13215.37,14075.42,14288.76,15148.66,13259.32,6544.43,10060.94,10374.09,11193.39,11079.08,11242.34,7290.53,9184.23,13548.47,15915.1,14072.57,17549.49,12988.17,7334.81,6679.24,8138.73,7888.5,8306.33,8770.13,9236.11,9207.66,9304.29,9301.87,8867.27,8838.85,9074.73,9156.6,9334.35,9845.25,9965.12,10033.28,10805.0,11733.1,12602.23,13377.15,13845.63,14208.1,14579.99,14961.83,15353.42
Lesotho,298.75,310.49,315.59,323.36,335.11,340.95,348.39,355.97,363.39,368.16,386.52,384.96,429.81,464.19,489.96,489.6,489.73,524.73,515.42,512.23,515.04,470.63,526.46,636.89,664.09,595.95,669.17,758.99,865.16,783.08,759.51,757.13,760.2,736.32,762.85,779.09,781.92,754.62,812.93,846.69,875.52,878.65,904.64,934.51,961.09,957.29,1012.5,1049.1,1063.66,1046.5,1074.82,1096.73,1099.81,1134.85,1163.68,1133.54,1198.56,1224.7,1262.87,1249.23,1293.67,1319.18,1367.8,1299.58,1313.14,1357.1
Liberia,1125.54,1162.28,1173.32,1192.68,1228.92,1241.89,1259.4,1277.24,1285.07,1324.51,1335.48,1333.2,1317.88,1314.3,1342.76,1350.41,1471.44,1477.23,1504.1,1564.72,1619.39,1652.71,1686.02,1697.13,1728.8,1529.06,1569.39,1584.68,1610.82,1492.76,1505.88,1396.42,1369.09,1277.84,1267.81,1225.63,1114.71,1171.31,1174.5,1029.27,482.87,454.49,313.29,222.62,183.02,175.41,185.24,320.48,367.19,413.62,486.17,483.03,488.09,331.98,333.27,328.32,341.11,366.19,369.01,369.36,376.6,396.4,426.98,450.01,469.03,489.09
Libyan Arab Jamahiriya,3664.53,3925.09,4080.39,4045.92,3939.98,4679.26,5405.09,5467.46,5789.46,6024.88,7289.07,7680.01,9503.06,11926.57,15558.95,18667.37,20892.4,22257.47,27641.72,29572.94,29896.49,27486.75,26187.23,25468.1,25045.62,25341.56,29423.41,30868.98,30793.95,32449.49,31275.85,24631.63,23864.32,22234.8,19947.85,19930.5,17479.04,14693.53,14395.91,14873.5,13742.15,14878.57,14375.92,13765.73,13283.99,12615.54,12500.83,14149.0,12859.07,12761.61,13370.21,12249.02,11983.61,13286.09,13729.5,14455.87,15239.3,15814.66,15868.97,15541.74,16743.76,17394.62,18104.55,19011.75,20006.75,21053.26
Liechtenstein,39230.47,40494.97,41855.53,43393.76,44998.91,46501.57,48451.07,49777.34,51061.36,52307.79,54673.25,56358.01,58391.66,59954.94,62970.98,65343.48,67684.63,69851.97,72658.9,75449.46,78957.92,78662.55,78544.19,78555.66,78617.55,78671.77,81040.22,83480.28,85998.04,88606.6,91319.8,94187.16,91366.24,90525.06,92975.77,97978.2,100448.1,108065.7,112553.6,116003.6,117052.0,117589.2,120169.5,123647.5,130260.2,136021.0,143423.8,151716.8,161288.2,175628.3,179087.6,175804.3,172166.1,167081.2,170259.1,176563.5,189949.3,199873.9,194489.1,190820.7,196484.5,203119.1,210433.1,218115.1,226144.4,234467.1
Lithuania,4554.61,4514.41,4735.33,4871.15,5035.56,5379.88,5800.17,5835.05,6175.77,6024.27,6487.67,6754.77,6846.14,6618.99,7376.9,7718.24,8021.34,8308.54,8727.63,8795.9,9400.77,9584.93,9577.51,10300.22,10529.08,10496.7,10914.48,11104.89,11317.88,11211.37,11173.51,11221.05,11435.66,11733.46,11811.08,11850.75,12260.84,12353.95,12553.66,12717.35,12380.71,11713.16,9341.22,7858.24,7024.72,7249.88,7742.01,8392.73,9040.42,8936.72,9327.61,9993.08,10722.09,11840.41,12754.1,13884.33,15052.23,16564.97,17128.25,14753.62,15077.38,15543.04,16016.96,16551.77,17123.03,17706.89
Luxembourg,15380.5,14675.71,15356.78,15709.29,15577.75,16105.92,16669.34,17370.38,17469.38,17486.43,18049.91,18531.46,18603.87,18863.31,20114.4,20087.31,20171.64,20191.31,20988.56,22844.81,23114.85,23449.46,24607.7,26225.63,27037.98,25156.29,25649.98,26052.93,26932.95,27572.11,27680.53,27543.94,27826.39,28585.55,30275.28,31408.77,34345.11,35472.27,38238.34,41670.71,43360.59,46563.7,46800.0,48112.09,49330.91,49348.5,49336.93,51599.44,54286.51,58096.84,62148.8,63057.34,64838.25,65162.61,67208.48,70015.66,74319.5,79122.13,79507.38,74966.27,76185.73,77447.29,78615.56,79648.59,80687.9,81668.0
Macao Special Administrative Region of China,2346.49,2484.56,2634.24,2801.45,2979.97,3158.86,3376.13,3557.97,3743.83,3934.08,4217.99,4460.05,4740.12,4992.48,5378.8,5725.34,6083.35,6439.98,6871.45,7319.3,7857.1,8254.12,8784.62,9367.1,9999.31,10678.87,11396.37,12199.03,12988.24,13606.62,14232.85,14841.6,15142.46,15776.39,16369.08,15907.83,16315.68,18037.26,19080.45,19554.18,20750.01,21181.89,23331.73,24036.81,24560.29,24994.48,24447.97,24022.62,22638.23,21855.35,22561.82,22872.46,24798.4,27963.29,34872.43,36451.01,41203.3,49717.48,53943.38,52825.09,55795.03,59165.76,62876.2,66851.42,71098.95,75615.66
Macedonia the Former Yugoslav Republic of,4579.97,4655.61,4738.76,4838.11,4940.68,5027.92,5158.94,5219.45,5272.56,5319.02,5474.9,5557.68,5670.54,5733.7,5930.44,6060.17,6181.71,6282.51,6435.46,6580.87,6782.02,6901.24,7013.16,7184.41,7333.65,7287.82,7452.28,7547.37,7662.97,7729.59,7699.97,7676.33,7591.5,7524.36,7567.89,7570.09,7615.48,7666.92,7759.48,7784.49,7760.75,7365.98,6769.89,6371.14,6229.9,6127.29,6152.72,6188.86,6363.26,6611.86,6844.51,6579.64,6559.56,6720.57,6962.45,7218.07,7488.01,7944.38,8327.74,8265.63,8350.88,8573.71,8915.82,9228.49,9552.56,9806.46
Madagascar,1061.93,1085.88,1109.59,1133.02,1156.98,1181.39,1205.32,1229.49,1253.88,1277.61,1276.62,1278.44,1282.44,1249.77,1271.47,1243.95,1244.32,1282.16,1335.15,1354.22,1390.9,1411.8,1366.71,1308.43,1300.83,1287.36,1223.03,1222.69,1165.49,1240.42,1223.39,1086.16,1034.5,1027.38,995.74,982.17,974.48,962.14,965.86,990.25,975.23,895.58,879.11,868.23,845.05,833.88,826.34,827.62,831.19,846.85,858.44,882.22,743.04,782.88,799.25,819.07,838.73,863.18,900.38,842.32,810.14,813.69,830.72,849.98,870.43,892.24
Malawi,285.56,292.58,299.48,306.46,313.5,335.07,344.59,370.84,369.47,329.34,371.63,406.16,371.97,369.97,355.29,427.94,482.66,474.71,484.73,518.51,578.25,629.55,669.36,637.13,684.57,714.24,702.75,709.74,805.31,766.64,767.13,666.9,657.07,659.66,671.16,672.72,636.37,605.46,591.69,571.61,574.44,617.95,554.24,597.76,524.64,589.33,626.96,643.86,633.34,637.7,620.02,581.14,568.84,584.56,602.92,595.35,632.27,645.83,687.27,721.79,748.75,778.02,817.09,851.9,889.71,929.21
Malaysia,1823.72,1710.5,1749.37,1724.09,1782.66,1758.93,1802.14,1780.64,1732.49,1815.75,1903.09,1978.84,2041.67,2107.59,2155.87,2247.83,2331.82,2351.09,2464.12,2521.66,2615.11,2942.34,3104.48,3388.85,3588.67,3514.32,3813.59,4009.89,4183.46,4453.79,4668.98,4875.46,5048.96,5237.02,5509.61,5274.88,5175.25,5311.45,5695.76,6084.25,6454.72,6895.53,7332.83,7833.07,8378.75,9009.23,9666.09,10120.07,9109.69,9445.66,10082.12,9829.67,10144.1,10492.93,10999.48,11361.1,11824.48,12360.92,12695.13,12202.69,12768.82,13203.17,13639.83,14079.73,14533.32,14989.36
Maldives,340.07,356.4,374.01,393.69,414.5,434.89,460.06,479.88,499.79,519.82,551.64,577.34,607.32,633.12,675.14,711.3,748.05,783.82,827.79,872.73,927.29,944.63,943.67,939.55,966.52,884.19,870.25,930.09,1019.34,1086.2,1224.6,1293.7,1291.58,1363.54,1589.2,1732.4,1813.75,1908.67,2006.13,2117.9,2140.23,2196.1,2253.1,2308.35,2394.71,2508.44,2687.83,2899.19,3121.98,3210.84,3366.23,3417.97,3580.75,3966.86,4281.61,4243.67,4577.95,4849.99,5018.06,4768.95,4852.81,4945.71,5059.55,5196.51,5338.24,5483.2
Mali,487.08,496.02,504.96,514.31,523.26,532.95,542.6,552.56,562.46,572.99,579.24,567.63,555.69,577.48,528.7,534.46,543.57,537.24,553.2,547.19,573.97,577.01,595.93,575.12,545.97,603.62,666.95,696.7,681.32,747.38,698.72,677.82,679.31,648.21,644.56,617.25,674.52,659.0,647.58,698.97,700.42,707.08,723.26,714.7,711.88,716.95,749.38,770.65,801.13,829.7,785.65,856.54,869.28,914.58,915.73,947.16,975.05,994.02,1025.69,1045.81,1074.16,1105.61,1140.03,1171.22,1201.49,1227.06
Malta,1779.24,1859.38,1945.7,2042.24,2144.06,2243.15,2366.19,2461.12,2555.93,2650.81,2805.07,2927.39,3070.65,3191.98,3394.15,3565.73,3739.32,3906.94,4114.36,4325.39,4582.69,4620.36,4826.62,5117.54,5532.54,6173.61,7087.36,7781.96,8498.37,9213.17,9552.52,9839.25,10069.33,10142.1,10356.84,10714.62,11100.52,11439.91,12236.92,13035.81,13687.86,14386.21,14915.08,15423.04,16139.84,16842.44,17309.86,18025.67,18773.64,19505.34,20351.24,19737.25,20069.06,19946.88,20022.03,20740.49,21369.25,21997.79,22410.55,21737.56,21947.35,22167.7,22451.42,22821.57,23233.54,23661.61
Marshall Islands,2928.29,2977.65,3031.84,3096.43,3163.13,3220.05,3305.07,3344.95,3380.11,3411.03,3512.17,3566.46,3640.1,3681.87,3809.47,3894.11,3973.53,4039.67,4139.4,4234.34,4365.22,4283.35,4152.66,5236.69,5760.11,5579.83,5458.53,5432.2,5536.5,5554.88,5133.46,5320.3,5298.11,5885.75,5676.55,5316.26,6192.79,6747.52,6945.84,6743.06,7229.31,7194.35,7198.8,7156.18,7097.4,7137.4,6218.12,5812.37,5629.3,5459.39,5619.34,5693.97,5800.34,5870.76,6053.34,6084.16,6022.59,5990.35,5969.9,5758.46,5841.01,5948.26,6070.62,6198.47,6330.88,6466.06
Mauritania,635.83,653.99,672.15,690.26,708.83,727.8,747.12,766.23,785.09,804.87,853.49,878.45,906.18,882.48,1158.08,1289.12,1280.63,1326.8,1448.6,1413.77,1525.19,1513.71,1494.12,1434.82,1536.21,1562.72,1636.56,1593.16,1487.04,1563.43,1558.67,1579.58,1482.6,1501.6,1448.46,1450.76,1492.46,1490.99,1488.02,1512.77,1464.5,1462.73,1442.07,1487.51,1402.51,1502.94,1555.88,1431.93,1434.24,1490.82,1478.95,1483.19,1462.62,1506.75,1553.67,1604.35,1862.36,1768.0,1783.26,1727.09,1766.03,1811.93,1863.28,1927.9,1983.94,2072.25
Mauritius,2626.12,2670.97,2577.15,2577.48,2481.15,2507.65,2482.04,2504.55,2473.7,2499.01,2452.21,2665.36,2657.36,2856.55,2729.44,2721.0,2585.24,2692.61,2413.75,2492.37,2446.28,2445.3,2655.91,2926.42,3021.59,3180.69,3695.31,3841.36,3932.97,4005.92,3533.1,3549.63,3670.56,3714.35,3815.37,4025.96,4369.75,4767.43,5092.91,5295.6,5604.2,5813.51,6193.13,6533.33,6732.68,6949.75,7107.62,7387.93,7817.4,7986.72,8598.46,8714.72,8812.13,9091.5,9522.81,9544.44,9832.37,10318.73,10741.81,10920.38,11220.07,11586.84,11992.29,12440.02,12863.47,13323.8
Mexico,3899.57,4104.94,4148.39,4050.86,4309.19,4502.0,4672.47,4864.96,4944.65,4927.75,5145.9,5172.83,5228.73,5481.41,5925.9,6079.81,6247.76,6404.11,6711.61,6787.67,6993.65,7068.64,7411.24,7768.2,8009.85,8245.02,8366.44,8419.47,8869.34,9419.6,9963.22,10615.49,10295.36,9613.79,9775.54,9816.41,9269.42,9228.06,9157.45,9364.12,9669.25,9902.65,10086.88,10092.09,10363.3,9507.47,9842.39,10367.86,10732.1,10999.52,11573.18,11382.18,11338.22,11367.17,11694.62,12348.65,12826.66,13124.67,13192.52,12158.09,12615.44,12970.49,13454.62,13921.49,14361.01,14756.01
Micronesia Federated States of,1351.91,1379.3,1409.12,1443.97,1480.02,1511.71,1556.82,1580.89,1602.87,1622.96,1676.68,1708.31,1749.43,1775.44,1843.14,1890.41,1935.43,1974.25,2029.77,2083.29,2154.89,2155.87,2139.2,2710.95,3032.53,2976.33,2921.57,2913.36,2980.71,2958.11,2698.61,2849.86,2711.09,2689.11,2529.39,2824.38,2939.72,2902.38,2944.0,2921.98,2953.41,3070.09,3104.76,3252.29,3394.75,3473.16,3333.77,3113.86,3147.31,3131.93,3336.85,3356.94,3387.68,3393.03,3302.85,3384.1,3368.07,3360.75,3262.14,3217.33,3274.38,3345.66,3425.9,3509.76,3596.73,3685.82
Moldova,1575.26,1562.72,1633.78,1677.5,1730.24,1839.94,1973.12,1984.54,2092.08,2044.96,2190.71,2274.61,2303.6,2233.22,2469.61,2575.82,2669.95,2758.97,2888.24,2909.79,3095.32,3152.12,3150.56,3370.86,3440.92,3431.88,3558.97,3617.22,3682.23,3650.94,3640.32,3655.47,3720.99,3811.48,3835.67,3848.45,3972.49,4001.3,4062.07,4112.0,4011.99,3355.27,2414.14,2367.13,1783.77,1672.15,1610.14,1655.83,1646.75,1569.5,1630.95,1728.88,1868.69,2006.62,2150.55,2319.2,2435.2,2500.11,2698.8,2558.37,2608.34,2669.48,2750.02,2833.01,2919.65,3009.52
Monaco,67228.45,69167.32,71256.27,73632.21,76104.94,78387.85,81405.71,83359.21,85228.44,87021.97,90658.34,93144.85,96188.77,98439.38,103051.6,106582.7,110038.6,113188.9,117350.4,121456.9,126687.0,131640.9,135891.1,142740.8,147220.2,144359.9,149375.9,153592.5,158613.8,162988.1,164229.3,163881.0,165612.8,165239.7,165383.0,166076.8,168202.7,170593.7,176640.0,182199.5,185236.2,185393.9,186190.2,182883.1,185139.0,187214.9,187439.4,189679.4,194348.5,198971.0,205214.4,208238.4,209668.8,211451.0,216165.7,219724.7,230490.0,262529.0,274863.4,267041.8,274064.0,282386.8,291593.4,301244.7,311307.4,321703.3
